"","p","df_1_2","df_1_3","s","support","confidence","lift","count"
"160","I49",NA,NA,"I44",0.0581376835454117,0.349695650865916,2.11286454289134,69744
"161","I44",NA,NA,"I22",0.0577975800972796,0.349213544263633,2.09823192745947,69336
"162","I22",NA,NA,"I44",0.0577975800972796,0.34727383826343,2.09823192745947,69336
"163","I44",NA,NA,"I30",0.0578450945495922,0.349500627049242,2.09951519644576,69393
"164","I30",NA,NA,"I44",0.0578450945495922,0.347486229344016,2.09951519644576,69393
"165","I46",NA,NA,"I27",0.0577909114022182,0.348515010757877,2.10176150153087,69328
"166","I27",NA,NA,"I46",0.0577909114022182,0.348515010757877,2.10176150153087,69328
"167","I46",NA,NA,"I34",0.0575074918621081,0.34680581528624,2.09331659960104,68988
"168","I34",NA,NA,"I46",0.0575074918621081,0.347114673429033,2.09331659960104,68988
"169","I46",NA,NA,"I38",0.0576683741304647,0.347776035068669,2.09805385802378,69181
"170","I38",NA,NA,"I46",0.0576683741304647,0.347900207691109,2.09805385802378,69181
"171","I46",NA,NA,"I25",0.0578550975921843,0.348902093261748,2.10603329282864,69405
"172","I25",NA,NA,"I46",0.0578550975921843,0.349223361057859,2.10603329282864,69405
"173","I46",NA,NA,"I20",0.0576725420648781,0.347801170296194,2.0997682842821,69186
"174","I20",NA,NA,"I46",0.0576725420648781,0.348184494602552,2.0997682842821,69186
"175","I46",NA,NA,"I47",0.057747564884319,0.348253604391627,2.10150560467784,69276
"176","I47",NA,NA,"I46",0.057747564884319,0.348472577829868,2.10150560467784,69276
"177","I46",NA,NA,"I26",0.057997640949122,0.349761718043072,2.10914208329572,69576
"178","I26",NA,NA,"I46",0.057997640949122,0.349738862051805,2.10914208329572,69576
"179","I46",NA,NA,"I33",0.0579526272574575,0.349490257585812,2.10953048191639,69522
"180","I33",NA,NA,"I46",0.0579526272574575,0.349803266480835,2.10953048191639,69522
"181","I46",NA,NA,"I29",0.0576308627207442,0.347549818020953,2.09497189141358,69136
"182","I29",NA,NA,"I46",0.0576308627207442,0.347389154640833,2.09497189141358,69136
"183","I46",NA,NA,"I24",0.0577825755333914,0.348464740302829,2.1010675395338,69318
"184","I24",NA,NA,"I46",0.0577825755333914,0.348399937676228,2.1010675395338,69318
"185","I46",NA,NA,"I43",0.0579409570411,0.349419878948744,2.10273650341452,69508
"186","I43",NA,NA,"I46",0.0579409570411,0.348676685996348,2.10273650341452,69508
"187","I46",NA,NA,"I32",0.057860932700363,0.348937282580282,2.1030288476887,69412
"188","I32",NA,NA,"I46",0.057860932700363,0.348725162651662,2.1030288476887,69412
"189","I46",NA,NA,"I21",0.0579626303000496,0.349550582131869,2.10768877527351,69534
"190","I21",NA,NA,"I46",0.0579626303000496,0.349497873880394,2.10768877527351,69534
"191","I46",NA,NA,"I39",0.0580176470343063,0.349882367135187,2.10980599215967,69600
"192","I39",NA,NA,"I46",0.0580176470343063,0.349848951709786,2.10980599215967,69600
"193","I46",NA,NA,"I41",0.0579292868247425,0.349349500311677,2.10263995447653,69494
"194","I41",NA,NA,"I46",0.0579292868247425,0.348660676209255,2.10263995447653,69494
"195","I46",NA,NA,"I36",0.0579426242148654,0.349429933039754,2.10223809169535,69510
"196","I36",NA,NA,"I46",0.0579426242148654,0.348594039147246,2.10223809169535,69510
"197","I46",NA,NA,"I48",0.0579292868247425,0.349349500311677,2.10440315242982,69494
"198","I48",NA,NA,"I46",0.0579292868247425,0.348953050464474,2.10440315242982,69494
"199","I46",NA,NA,"I23",0.057827589225056,0.348736200760089,2.09851700056597,69372
"200","I23",NA,NA,"I46",0.057827589225056,0.347977006189869,2.09851700056597,69372
"201","I46",NA,NA,"I45",0.0579159494346197,0.3492690675836,2.10332719843103,69478
"202","I45",NA,NA,"I46",0.0579159494346197,0.34877463530215,2.10332719843103,69478
"203","I46",NA,NA,"I35",0.0579409570411,0.349419878948744,2.10266266952259,69508
"204","I35",NA,NA,"I46",0.0579409570411,0.348664442828121,2.10266266952259,69508
"205","I46",NA,NA,"I40",0.0582485506008077,0.351274858740021,2.11575672990107,69877
"206","I40",NA,NA,"I46",0.0582485506008077,0.350835705642833,2.11575672990107,69877
"207","I46",NA,NA,"I37",0.057615858156856,0.347459331201866,2.09014148139818,69118
"208","I37",NA,NA,"I46",0.057615858156856,0.34658817394095,2.09014148139818,69118
"209","I46",NA,NA,"I42",0.0579142822608543,0.34925901349259,2.09896769089935,69476
"210","I42",NA,NA,"I46",0.0579142822608543,0.348051739857926,2.09896769089935,69476
"211","I46",NA,NA,"I28",0.0579217845427984,0.349304256902133,2.10118694988588,69485
"212","I28",NA,NA,"I46",0.0579217845427984,0.348419738352998,2.10118694988588,69485
"213","I46",NA,NA,"I49",0.0578409266151788,0.348816633488166,2.09811695688258,69388
"214","I49",NA,NA,"I46",0.0578409266151788,0.347910670771452,2.09811695688258,69388
"215","I46",NA,NA,"I22",0.0578134182480504,0.348650740986507,2.09485035241938,69355
"216","I22",NA,NA,"I46",0.0578134182480504,0.347369000991696,2.09485035241938,69355
"217","I46",NA,NA,"I30",0.0579001112838488,0.349173553719008,2.09755040618779,69459
"218","I30",NA,NA,"I46",0.0579001112838488,0.347816725087631,2.09755040618779,69459
"219","I27",NA,NA,"I34",0.0577200565171906,0.348087711889968,2.10105411529795,69243
"220","I34",NA,NA,"I27",0.0577200565171906,0.348397711663572,2.10105411529795,69243
"221","I27",NA,NA,"I38",0.0576683741304647,0.347776035068669,2.09805385802378,69181
"222","I38",NA,NA,"I27",0.0576683741304647,0.347900207691109,2.09805385802378,69181
"223","I27",NA,NA,"I25",0.0578984441100835,0.349163499627999,2.10761118680209,69457
"224","I25",NA,NA,"I27",0.0578984441100835,0.349485008126154,2.10761118680209,69457
"225","I27",NA,NA,"I20",0.0580459889883173,0.350053286682351,2.11336491064232,69634
"226","I20",NA,NA,"I27",0.0580459889883173,0.350439093128004,2.11336491064232,69634
"227","I27",NA,NA,"I47",0.0579868043196472,0.349696366451509,2.1102118248485,69563
"228","I47",NA,NA,"I27",0.0579868043196472,0.349916247063617,2.1102118248485,69563
"229","I27",NA,NA,"I26",0.0578767708511339,0.349032796444873,2.10474652157792,69431
"230","I26",NA,NA,"I27",0.0578767708511339,0.349009988086681,2.10474652157792,69431
"231","I27",NA,NA,"I33",0.0578184197693465,0.348680903259536,2.10464520232736,69361
"232","I33",NA,NA,"I27",0.0578184197693465,0.348993187284272,2.10464520232736,69361
"233","I27",NA,NA,"I29",0.0577650702088552,0.348359172347228,2.09985054326671,69297
"234","I29",NA,NA,"I27",0.0577650702088552,0.348198134823331,2.09985054326671,69297
"235","I27",NA,NA,"I24",0.057910114326441,0.349233878265066,2.10570505552602,69471
"236","I24",NA,NA,"I27",0.057910114326441,0.349168932604882,2.10570505552602,69471
"237","I27",NA,NA,"I43",0.0579993081228874,0.349771772134081,2.10485412376381,69578
"238","I43",NA,NA,"I27",0.0579993081228874,0.349027830728174,2.10485412376381,69578
"239","I27",NA,NA,"I32",0.0577725724907993,0.348404415756771,2.09981728401303,69306
"240","I32",NA,NA,"I27",0.0577725724907993,0.348192619759351,2.09981728401303,69306
"241","I27",NA,NA,"I21",0.0577225572778387,0.348102793026482,2.09895902626901,69246
"242","I21",NA,NA,"I27",0.0577225572778387,0.348050303085135,2.09895902626901,69246
"243","I27",NA,NA,"I39",0.0580034760573008,0.349796907361605,2.10929066598342,69583
"244","I39",NA,NA,"I27",0.0580034760573008,0.349763500098018,2.10929066598342,69583
"245","I27",NA,NA,"I41",0.0576100230486773,0.347424141883332,2.09105174394663,69111
"246","I41",NA,NA,"I27",0.0576100230486773,0.346739114074565,2.09105174394663,69111
"247","I27",NA,NA,"I36",0.0580026424704181,0.349791880316101,2.10441563654648,69582
"248","I36",NA,NA,"I27",0.0580026424704181,0.348955120586156,2.10441563654648,69582
"249","I27",NA,NA,"I48",0.0580268164900157,0.34993766463574,2.10794612259752,69611
"250","I48",NA,NA,"I27",0.0580268164900157,0.349540547326136,2.10794612259752,69611
"251","I27",NA,NA,"I23",0.0578984441100835,0.349163499627999,2.10108826772055,69457
"252","I23",NA,NA,"I27",0.0578984441100835,0.348403374833215,2.10108826772055,69457
"253","I27",NA,NA,"I45",0.0579743005164071,0.349620960768937,2.1054463282835,69548
"254","I45",NA,NA,"I27",0.0579743005164071,0.349126030340452,2.1054463282835,69548
"255","I27",NA,NA,"I35",0.0576408657633363,0.347610142567011,2.09177243298827,69148
"256","I35",NA,NA,"I27",0.0576408657633363,0.346858619046425,2.09177243298827,69148
"257","I27",NA,NA,"I40",0.0580151462736582,0.349867285998673,2.10727880605814,69597
"258","I40",NA,NA,"I27",0.0580151462736582,0.349429892605925,2.10727880605814,69597
"259","I27",NA,NA,"I37",0.0579084471526756,0.349223824174056,2.10075578823534,69469
"260","I37",NA,NA,"I27",0.0579084471526756,0.348348242939666,2.10075578823534,69469
"261","I27",NA,NA,"I42",0.0578959433494355,0.349148418491484,2.09830303995227,69454
"262","I42",NA,NA,"I27",0.0578959433494355,0.347941527147394,2.09830303995227,69454
"263","I27",NA,NA,"I28",0.0579726333426417,0.349610906677927,2.10303155525312,69546
"264","I28",NA,NA,"I27",0.0579726333426417,0.348725611621178,2.10303155525312,69546
"265","I27",NA,NA,"I49",0.0581168438733448,0.35048058555026,2.10812555653567,69719
"266","I49",NA,NA,"I27",0.0581168438733448,0.349570301140181,2.10812555653567,69719
"267","I27",NA,NA,"I22",0.0578184197693465,0.348680903259536,2.09503158091213,69361
"268","I22",NA,NA,"I27",0.0578184197693465,0.347399052379569,2.09503158091213,69361
"269","I27",NA,NA,"I30",0.0580443218145519,0.350043232591341,2.10277472874168,69632
"270","I30",NA,NA,"I27",0.0580443218145519,0.348683024536805,2.10277472874168,69632
"271","I34",NA,NA,"I38",0.0578876074806087,0.349409047683739,2.10790545235969,69444
"272","I38",NA,NA,"I34",0.0578876074806087,0.349222792716228,2.10790545235969,69444
"273","I34",NA,NA,"I25",0.0577842427071568,0.348785138895178,2.10532733607317,69320
"274","I25",NA,NA,"I34",0.0577842427071568,0.348795668734685,2.10532733607317,69320
"275","I34",NA,NA,"I20",0.057886773893726,0.34940401616125,2.10944509160616,69443
"276","I20",NA,NA,"I34",0.057886773893726,0.34947786920309,2.10944509160616,69443
"277","I34",NA,NA,"I47",0.0577984136841623,0.348870674777481,2.10522926139811,69337
"278","I47",NA,NA,"I34",0.0577984136841623,0.34877942041962,2.10522926139811,69337
"279","I34",NA,NA,"I26",0.0579751341032897,0.34993735754502,2.1102012291254,69549
"280","I26",NA,NA,"I34",0.0579751341032897,0.349603140692782,2.1102012291254,69549
"281","I34",NA,NA,"I33",0.0578109174874024,0.348946147614807,2.10624622278631,69352
"282","I33",NA,NA,"I34",0.0578109174874024,0.34894790335403,2.10624622278631,69352
"283","I34",NA,NA,"I29",0.0578475953102402,0.349167534604296,2.10472321509338,69396
"284","I29",NA,NA,"I34",0.0578475953102402,0.348695582264743,2.10472321509338,69396
"285","I34",NA,NA,"I24",0.0578425937889441,0.349137345469366,2.10512301120392,69390
"286","I24",NA,NA,"I34",0.0578425937889441,0.348761817642654,2.10512301120392,69390
"287","I34",NA,NA,"I43",0.0578976105232008,0.349469425953599,2.10303466703376,69456
"288","I43",NA,NA,"I34",0.0578976105232008,0.348415835624135,2.10303466703376,69456
"289","I34",NA,NA,"I32",0.057966798234463,0.349887042320136,2.10875300567066,69539
"290","I32",NA,NA,"I34",0.057966798234463,0.349363209324525,2.10875300567066,69539
"291","I34",NA,NA,"I21",0.0579701325819937,0.349907168410089,2.10983888725855,69543
"292","I21",NA,NA,"I34",0.0579701325819937,0.349543110467746,2.10983888725855,69543
"293","I34",NA,NA,"I39",0.0577600686875591,0.348639224743015,2.10230978910837,69291
"294","I39",NA,NA,"I34",0.0577600686875591,0.348295743001764,2.10230978910837,69291
"295","I34",NA,NA,"I41",0.058186031584607,0.351210332734582,2.11383980046885,69802
"296","I41",NA,NA,"I34",0.058186031584607,0.350205953330624,2.11383980046885,69802
"297","I34",NA,NA,"I36",0.0578676013954244,0.349288291144017,2.10138594664296,69420
"298","I36",NA,NA,"I34",0.0578676013954244,0.348142687348609,2.10138594664296,69420
"299","I34",NA,NA,"I48",0.0580484897489653,0.350380131523998,2.11061144404113,69637
"300","I48",NA,NA,"I34",0.0580484897489653,0.349671102184283,2.11061144404113,69637
"301","I34",NA,NA,"I23",0.0577775740120953,0.348744886715271,2.09856926822437,69312
"302","I23",NA,NA,"I34",0.0577775740120953,0.347676040088685,2.09856926822437,69312
"303","I34",NA,NA,"I45",0.0579809692114685,0.349972578202438,2.10756379753563,69556
"304","I45",NA,NA,"I34",0.0579809692114685,0.3491661897734,2.10756379753563,69556
"305","I34",NA,NA,"I35",0.0578926090019047,0.349439236818669,2.10277915708642,69450
"306","I35",NA,NA,"I34",0.0578926090019047,0.348373504552181,2.10277915708642,69450
"307","I34",NA,NA,"I40",0.0581193446339928,0.350807810935511,2.11294366340629,69722
"308","I40",NA,NA,"I34",0.0581193446339928,0.350057487711688,2.11294366340629,69722
"309","I34",NA,NA,"I37",0.0580334851850771,0.350289564119207,2.10716674649062,69619
"310","I37",NA,NA,"I34",0.0580334851850771,0.349100409178434,2.10716674649062,69619
"311","I34",NA,NA,"I42",0.058077665289859,0.350556234811091,2.10676369767453,69672
"312","I42",NA,NA,"I34",0.058077665289859,0.349033634915387,2.10676369767453,69672
"313","I34",NA,NA,"I28",0.058294397879355,0.351864430658073,2.11658728806993,69932
"314","I28",NA,NA,"I34",0.058294397879355,0.350661137547699,2.11658728806993,69932
"315","I34",NA,NA,"I49",0.0578359250938827,0.349097093289458,2.09980391045166,69382
"316","I49",NA,NA,"I34",0.0578359250938827,0.347880586837276,2.09980391045166,69382
"317","I34",NA,NA,"I22",0.0578726029167205,0.349318480278948,2.09886243020282,69426
"318","I22",NA,NA,"I34",0.0578726029167205,0.347724609081529,2.09886243020282,69426
"319","I34",NA,NA,"I30",0.0582227094074448,0.351431719724071,2.11111562889928,69846
"320","I30",NA,NA,"I34",0.0582227094074448,0.349754631947922,2.11111562889928,69846
"321","I38",NA,NA,"I25",0.0576066887011466,0.347528073501531,2.09773947225288,69107
"322","I25",NA,NA,"I38",0.0576066887011466,0.347723922089554,2.09773947225288,69107
"323","I38",NA,NA,"I20",0.0576625390222859,0.347865005808311,2.1001536762681,69174
"324","I20",NA,NA,"I38",0.0576625390222859,0.34812410357062,2.1001536762681,69174
"325","I38",NA,NA,"I47",0.0576575375009899,0.347834832765912,2.09897856430432,69168
